C8H8O3,4-hydroxyphenylacetic acid,156-38-7
C8H8O3,isovanillin,621-59-0
C8H8O4,vanillic acid,121-34-6
C8H9NO2,acetaminophen,103-90-2
C8H9NO2,aminomethylbenzoic acid,56-91-7
C8H9NO2,hydroxydanaidal,34199-35-4
C8H9NO2,methyl anthranilate,134-20-3
C8H10N4O2,caffeine,58-08-2
C8H11NO,tyramine,51-67-2
C8H11N5O3,aciclovir,59277-89-3
C8H18,octane,111-65-9
C9H6BrN,4-bromoisoquinoline,1532-97-4
C9H6N2,5-cyanoindole,15861-24-2
C9H6O3,umbelliferone,93-35-6
C9H7NO,8-hydroxyquinoline,148-24-3
C9H7NO,indole-3-carboxaldehyde,487-89-8
C9H7NO2,indole-2-carboxylic acid,1477-50-5
C9H7NO2,indole-3-carboxylic acid,771-50-6
C9H8N2,5-aminoisoquinoline,1125-60-6
C9H8N2,5-aminoquinoline,611-34-7
C9H8N2,6-aminoquinoline,580-15-4
C9H8N2,8-aminoquinoline,578-66-5
C9H8O2,cinnamic acid,0140-10-3
C9H8O3 ,(coumaric acids) o-coumaric acid,614-60-8
C9H8O3,m-coumaric acid,621-54-5
C9H8O3,p-coumaric acid,7400-08-0
C9H8O4, aspirin acetylsalicylic acid ,50-78-2
C9H8O4,caffeic acid,331-39-5
C9H9N,methylketol,95-20-5
C9H9N,skatole,83-34-1
C9H9NO,4-methoxyindole,4837-90-5
C9H9NO,5-methoxyindole,1006-94-6
C9H9NO, 6-methoxyindole,3189-13-7,
C9H9NO , indole-3-carbinol,0700-06-01,
C9H9NO3,hippuric acid,495-69-2
C9H10O3,paeonol,552-41-0
C9H11NO2, phenylanine LPA ,63-91-2
C9H11NO2, phenylanine DLPA ,150-30-1
C9H11NO3, tyrosine Tyr ,31330-59-3
C9H11NO4,L-DOPA,59-92-7
C9H17NO2,gabapentin,60142-96-3
C9H18N2O2,1-boc-piperazine,57260-71-6
C9H20,nonane,111-84-2
C10H7NO2,quinaldic acid,93-10-7
C10H8,naphthalene,91-20-3
C10H8O3,hymecromone,90-33-5
C10H9NO2,indole-3-acetic acid,87-51-4
C10H9N5O,kinetin,525-79-1
C10H9NO2,5-methoxyindole-3-carboxaldehyde,10601-19-1
C10H10N2O,edaravone,89-25-8
C10H10O4,ferulic acid,1135-24-6
C10H11N3O3S,sulfamethoxazole,723-46-6
C10H12N2,tryptamine,61-54-1
C10H13N5O4,adenosine,58-61-7
C10H14O,mentha spicata herb oil,8008-79-5
C10H15ON,ephedrine,56370-30-0
C10H16O,camphor,76-22-2
C10H17NO3,boc-4-piperidone,79099-07-03
C10H19NO3,1-boc-4-piperidinol,109384-19-2
C10H20N2O2,boc-4-aminopiperidine,87120-72-7
C10H22,decane,124-18-5
C11H8O2,menadione,58-27-5
C11H11NO2,3-indolepropionic acid,830-96-6
C11H12N2O2, tryptophan Trp ,73-22-3
C11H14N2O,5-methoxytryptamine,0608-07-01
C11H19NO4,boc-isonipecotic acid,84358-13-4
C11H24,undecane,1120-21-4
C12H8O4,methoxsalen,298-81-7
C12H10,biphenyl,92-52-4
C12H10ClN2O5S,furosemide,54-31-9
C12H11N5,6-benzylaminopurine,1214-39-7
C12H15NO,1-benzyl-4-piperidone,3612-20-2
C12H22O11,maltose,69-79-4
C12H22O11 ,sucrose,57-50-1
C12H13NO2,indole-3-butyric acid,133-32-4
C12H18O,propofol,2078-54-8
C12H26,dodecane,112-40-3
C13H10O,benzophenone,119-61-9
C13H12F2N6O,fluconazole,86386-73-4
C13H12O,β-ionone,2484-16-4
C13H12O2,monobenzene,103-16-2
C13H16N2O2,melatonin,73-31-4
C13H18O2,ibuprofen,15687-27-1
C13H28,tridecane,629-50-5
C14H10,anthracene,0120-12-7
C14H10O14,benzoyl peroxide,94-36-0
C14H12O3,resveratrol,501-36-0
C14H18N2O5,aspartame,81-14-1
C14H18N4O3,trimethoprim,738-70-5
C14H30,tetradecane,629-59-4
C15H10O4,daidzein,486-66-8
C15H10O5,apigenin,520-36-5
C15H10O5,emodin,518-82-1
C15H10O5,genistein,446-72-0
C15H10O6,luteolin,491-70-3
C15H10O7,quercetin,117-39-5
C15H12N2O,carbamazepine,298-46-4
C15H12N2O2,phenytoin,57-41-0
C15H32,pentadecane,629-62-9
C16H28N2O6Zn,zinc acexamate,70020-71-2
C16H34,hexadecane,544-76-3
C17H14F3N3O2S,celecoxib,169590-42-5
C17H18N2O6,nifedipine,21829-25-4
C17H19N3O3S,omeprazole,73590-58-6
C17H36,heptadecane,629-78-7
C18H27NO3,capsaicin,404-86-4
C18H32O2,linoleic acid,60-33-3
C18H36O2,stearic acid,57-11-4
C18H38,octadecane,593-45-3
C19H16ClNO4,indometacin,53-86-1
C19H40,nonadecane,629-92-5
C20H24O2N2,quinine,130-95-0
C20H28O2,tretinoin,302-79-4
C20H42,eicosane,112-95-8
C21H36N7O16P3S,Coenzyme A,31416-98-5
C21H30O2,tetrahydrocannabinol,1972-08-03
C22H23ClN2O2,loratadine,79794-75-5
C164H256Na2O68S2,maitotoxin,59392-53-9
CaAl2O4,calcium aluminate,
CaB6,calcium boride,12007-99-7
CaBr2,calcium bromide,7789-41-5
Ca(CN)2,calcium cyanide,0592-01-08
CaCO3,calcium carbonate,471-34-1
CaCO3, spent lime,471-34-1
CaCO3, calcite,471-34-1
CaCO3, limestone ,471-34-1
CaCO3 , marble ,471-34-1
CaC2,calcium carbide,75-20-7
Ca(CHO2)2,calcium formate,544-17-2
Ca(C2H3O2)2,calcium acetate,62-54-4
CaC2O4,calcium oxalate,563-72-4
CaCN2,calcium cyanamide,156-62-7
CaCl2,calcium chloride,10043-52-4
Ca(ClO)2,calcium hypochlorite,7778-54-3
Ca(ClO3)2,calcium chlorate,10137-74-3
Ca(ClO4)2,calcium perchlorate,13477-36-6
CaF2, calcium fluoride ,
CaF2 , fluorite ,7789-75-5
CaH2,calcium hydride,7789-78-8
Ca(H2PO2)2,calcium hypophosphite,7789-79-9
Ca(HS)2,calcium hydrosulfide,
CaI2,calcium iodide,10102-68-8
Ca(IO3)2,calcium iodate,7789-80-2
CaMoO4,calcium molybdate,7789-82-4
Ca(NO2)2,calcium nitrite,13780-06-08
Ca(NO3)2,calcium nitrate,10124-37-5
Ca(NO3)2 · 4H2O,Calcium nitrate tetrahydrate,13477-34-4
Ca(NbO3)2,calcium metaniobate,
CaO,quicklime,1305-78-8
CaO,calcium oxide,1305-78-8
CaO,burnt lime ,1305-78-8
Ca(OH)2, calcium hydroxide
Ca(OH)2, slaked lime ,1305-62-0
CaO2,calcium peroxide,1305-79-9
CaP,calcium monophosphide,
CaS, calcium sulfide
CaS,hepar calcies
CaS, sulfurated lime
CaS, oldhamite ,20548-54-3
CaSO3,calcium sulfite,10257-55-3
CaSO4, calcium sulfate
CaSO4, whiskers crystal ,7778-18-9
CaSO4 · 0.5H2O, plaster of paris
CaSO4 · 0.5H2O , calcium sulfate hemihydrate ,10034-76-1
CaSe,calcium selenide,1305-84-6
CaSeO3,calcium selenite,13780-18-2
CaSeO4,calcium selenate,14019-91-1
CaSiO3, calcium metasilicate
CaSiO3, wollastonite ,1344-95-2
CaTe,calcium telluride,12013-57-9
CaTeO3,calcium tellurite,13812-57-2
CaTeO4,calcium tellurate,15852-09-02
CaTiO3,calcium titanate,12049-50-2
Ca(VO3)2,calcium metavanadate,
Ca(VO4)2,calcium orthovanadate,
CaWO4,calcium tungstate,7790-75-2
Ca3N2,calcium nitride,12013-82-0
Ca3P2,calcium phosphide,1305-99-3
Ca5(PO4)3F,calcium fluorophosphate,12015-73-5
CdBr2,cadmium bromide,7789-42-6
Cd(CN)2,cadmium cyanide,542-83-6
CdCO3,cadmium carbonate,513-78-0
Cd(C2H3O2)2,cadmium acetate,543-90-8
CdC2O4,cadmium oxalate,814-88-0
CdCl2,cadmium chloride,10108-64-2
CdCrO4,cadmium chromate,14312-00-6
CdF2,cadmium fluoride,7790-79-6
CdI2,cadmium iodide,7790-80-9
Cd(IO3)2,cadmium iodate,7790-81-0
CdMoO4,cadmium molybdate,13972-68-4
Cd(NO3)2,cadmium nitrate,10325-94-7
Cd(N3)2,cadmium azide,14215-29-3
CdO,cadmium oxide,1306-19-0
Cd(OH)2,cadmium hydroxide,21041-95-2
CdS, cadmium sulfide
CdS, greenockite ,1306-23-6
CdSO3,cadmium sulfite,13477-23-1
CdSO4,cadmium sulfate,10124-36-4
CdSb,cadmium antimonide,12014-29-8
CdSe, cadmium selenide
CdSe, cadmoselite ,1306-24-7
CdSeO3,cadmium selenite,13814-59-0
CdSiO3,cadmium metasilicate,13477-19-5
Cd(TaO3)2,cadmium metatantalate,
CdTe,cadmium telluride,1306-25-8
CdTeO4,cadmium tellurate,15852-14-9
CdTiO3,cadmium titanate,12014-14-1
CdWO4,cadmium tungstate,7790-85-4
CdZrO3,cadmium metazirconate,
Cd2Nb2O7,cadmium niobate,12187-14-3
Cd3As2,cadmium arsenide,12006-15-4
Cd3P2,cadmium phosphide,12014-28-7
Cd3(PO4)2,cadmium phosphate,13477-17-3
CeB6,cerium boride,12008-02-05
CeBr3,cerium(III) bromide,14457-87-5
CeC,cerium carbide,12012-32-7
CeCl3,cerium(III) chloride,7790-86-5
CeF3,cerium(III) fluoride,7758-88-5
CeF4,cerium(IV) fluoride,7758-88-5
CeI2,cerium(II) iodide,19139-47-0
CeI3,cerium(III) iodide,7790-87-6
CeN,cerium nitride,25764-08-03
CeO2, cerium(IV) oxide
CeO2, cerianite ,1306-38-3
CeS,cerium(II) sulfide,12014-82-3
Ce(SO4)2,cerium(IV) sulfate,13590-82-4
CeSi2,cerium silicide,12014-85-6
Ce2C3,cerium(III) carbide,12115-63-8
Ce2O3,cerium(III) oxide,1345-13-7
Ce2S3,cerium(III) sulfide,12014-93-6
CF4,Tetrafluoromethane,75-73-0
ClF,chlorine fluoride,7790-89-8
ClF3,chlorine trifluoride,7790-91-2
ClF5,chlorine pentafluoride,13637-63-3
ClOClO3,chlorine perchlorate,27218-16-2
ClO2,chlorine dioxide,10049-04-04
ClO3F,chlorine trioxide fluoride,7616-94-6
Cl2,chlorine,7782-50-5
Cl2O3,chlorine trioxide,17496-59-2
Cl2O6,chlorine hexoxide,12442-63-6
Cl2O7,chlorine heptoxide,10294-48-1
Cl2O8,Chlorine octaoxide,
CoAl2O4,cobalt(II) aluminate,13820-62-7
CoAs,cobalt arsenide,27016-73-5
CoAs2,cobalt(II) arsenide,12044-42-7
CoB,cobalt(II) boride,12006-77-8
CoBr2,cobalt(II) bromide,7789-43-7
Co(CN)2,cobalt(II) cyanide,542-84-7
Co(C2H3O2)2,cobalt(II) acetate,71-48-7
Co(C2H3O2)3,cobalt(III) acetate,917-69-1
CoC2O4,cobalt(II) oxalate,814-89-1
Co(ClO4)2,cobalt(II) perchlorate,13455-31-7
CoCl2,cobalt(II) chloride,7646-79-9
CoCrO4,cobalt(II) chromate,24613-38-5
CoCr2O4,cobalt(II) chromite,13455-25-9
CoF2,cobalt(II) fluoride,10026-17-2
CoF3,cobalt(III) fluoride,10026-18-3
Co(IO3)2,cobalt(II) iodate,13455-28-2
CoI2,cobalt(II) iodide,15238-00-3
CoMoO4,cobalt(II) molybdate,13762-14-6
Co(NO3)2,cobalt(II) nitrate,10141-05-06
Co(NO3)3,cobalt(III) nitrate,15520-84-0
CoO,cobalt(II) oxide,1307-96-6
Co(OH)2,cobalt(II) hydroxide,21041-93-0
Co(OH)3,cobalt(III) hydroxide,1307-86-4
CoS,cobalt(II) sulfide,1317-42-6
CoS2,cobalt disulfide,12013-10-4
CoSb,cobalt antimonide,12052-42-5
CoSe,cobalt(II) selenide,1307-99-9
CoSeO3,cobalt(II) selenite,10026-23-0
CoTe,cobalt(II) telluride,12017-13-9
CoTiO3,cobalt(II) titanate,12017-01-05
CoWO4,cobalt(II) tungstate,12640-47-0
Co2B,cobalt boride,12045-01-01
Co2SO4,cobalt(II) sulfate,10124-43-3
Co2S3,cobalt(III) sulfide,1332-71-4
Co2SiO4,cobalt(II) orthosilicate,12017-08-02
Co2SnO4,cobalt(II) stannate,12139-93-4
Co2TiO4,cobalt(II) titanite,12017-38-8
Co3(AsO4)2,cobalt arsenate,
Co3(Fe(CN)6)2,cobalt(II) ferricyanide,14049-81-1
CrBr2,chromium(II) bromide,10049-25-9
CrBr3,chromium(III) bromide,10031-25-1
CrCl2,chromium(II) chloride,10049-05-05
CrCl3,chromium(III) chloride,10025-73-7
CrCl4,chromium(IV) chloride,15597-88-3
CrF2,chromium(II) fluoride,10049-10-2
CrF3,chromium(III) fluoride,7788-97-8
CrF4,chromium(IV) fluoride,10049-11-3
CrF5,chromium(V) fluoride,13843-28-2
CrF6,chromium(VI) fluoride,13843-28-2
CrI2,chromium(II) iodide,13478-28-9
CrI3,chromium(III) iodide,13569-75-0
Cr(NO3)3,chromium(III) nitrate,13548-38-4
Cr(NO2)3,chromium(III) nitrite,
Cr(OH)3,chromium(III) hydroxide,
CrO2,chromium(IV) oxide,12018-01-08
CrO3,chromium(VI) oxide,1333-82-0
CrO42−,chromate ion,13907-45-4
CrO2Cl2,chromium(VI) oxychloride,14977-61-8
CrPO4,chromium(III) phosphate,7789-04-0
CrSb,chromium antimonide,12053-12-2
CrVO4,chromium(III) orthovanadate,
Cr2O3, chromium(III) oxide ,
Cr2(SO4)3,chromium(III) sulfate,10101-53-8
Cr2S3,chromium(III) sulfide,12018-22-3
Cr2Se3,chromium(III) selenide,
Cr2(TeO4)3,chromium(III) tellurate,
Cr2Te3,chromium(III) telluride,12053-39-3
Cr3As2,chromium(II) arsenide,
Cr3C2,chromium(II) carbide,12012-35-0
Cr3Sb2,chromium(II) antimonide,
Cr3Si2,chromium(II) silicide,
CsBO2,caesium borate,92141-86-1
CsBr,caesium bromide,7787-69-1
CsBrO3,caesium bromate,13454-75-6
CsBr3,caesium tribromide,
CsCN,caesium cyanide,21159-32-0
CsC2H3O2,caesium acetate,3396-11-0
CsCl,caesium chloride,7647-17-8
CsClO,caesium hypochlorite,
CsClO2,caesium chlorite,
CsClO3,caesium chlorate,13763-67-2
CsClO4,caesium perchlorate,13454-84-7
CsF,caesium fluoride,13400-13-0
CsHS,caesium hydrosulfide,
CsI,caesium iodide,7789-17-5
CsI3,caesium triiodide,
CsNH2,caesium amide,22205-57-8
CsNO2,caesium nitrite,13454-83-6
CsNO3,caesium nitrate,7789-18-6
CsN3,caesium azide,22750-57-8
CsNbO3,caesium metaniobate,
CsOH,caesium hydroxide,21351-79-1
CsO2,caesium superoxide,12018-61-0
Cs2O2,caesium peroxide,
Cs2S,caesium sulfide,12214-16-3
CsSCN,caesium thiocyanate,3879-01-04
CsSeO4,caesium selenate,10326-29-1
CsTaO3,caesium metatantalate,
Cs2CO3,caesium carbonate,29703-01-03
CsHCO3,caesium bicarbonate,15519-28-5
CsHSO3,caesium bisulfite,
CsHSO4,caesium bisulfate,
Cs2C2O4,caesium oxalate,1068-63-9
Cs2CrO4,caesium chromate,13454-78-9
Cs2Cr2O7,caesium dichromate,13530-67-1
Cs2HPO4,caesium hydrogen orthophosphate,
Cs2MoO4,caesium molybdate,13597-64-3
Cs2O,caesium oxide,20281-00-9
Cs2SO3,caesium sulfite,
Cs2SO4,caesium sulfate,10294-54-9
Cs2SiO3,caesium metasilicate,
Cs2TeO4,caesium tellurate,34729-54-9
Cs2TiO3, caesium titanate
Cs2TiO3, caesium metatitanate ,12158-57-5
Cs2WO4,caesium orthotungstate,
Cs3PO4,caesium orthophosphate,
Cs3VO4,caesium orthovanadate,
CuBr,copper(I) bromide,7787-70-4
Cu(BrO3)2 · 6H2O ,copper(II) bromate hexahydrate,
CuBr2,copper(II) bromide,7789-45-9
CuC2O4,copper oxalate,814-91-5
Cu(CH3COO)2,copper(II) acetate,
CuCl,copper(I) chloride,7758-89-6
Cu(ClO3)2 · 6H2O,copper(II) chlorate hexahydrate,
CuCl2,copper(II) chloride,7447-39-4
CuF,copper(I) fluoride,7789-19-7
CuF2,copper(II) fluoride,11113-59-0
CuFeS2, copper iron sulfide
chalcopyrite ,12015-76-8
CuFe2O4,copper(II) iron(II) oxide,37220-43-2
CuFe2S3, copper iron sulfide
cubanite ,37293-35-9
Cu(H2O)4]SO4 · H2O , blue vitriol,
CuI,copper(I) iodide,7681-65-4
CuIO3 ,copper(I) iodate,
Cu(IO3)2 ,copper(II) iodate,
CuMoO4,copper(II) orthomolybdate,
Cu(NO3)2,copper(II) nitrate,3251-23-8
Cu(NO3)2 · 3H2O,copper(II) nitrate trihydrate,10031-43-3
Cu(NO3)2 · 6H2O,copper(II) nitrate hexahydrate,10294-41-4
Cu(NbO3)2,copper(II) orthoniobate,
CuO,copper(II) oxide,1317-38-0
Cu2O,copper(I) oxide,
Cu(OH)2,copper(II) hydroxide,20427-59-2
Cu(OH)2CO3,Verdigris,
CuS, copper(II) sulfide
CuS,covellite ,1317-40-4
CuSCN,copper(I) thiocyanate,1111-67-7
CuSO4,copper(II) sulfate,7758-98-7
CuSO4 · 5H2O,copper(II) sulfate pentahydrate,7758-99-8
CuSe,copper(II) selenide,37359-15-2
CuSeO3 · 2H2O,copper(II) selenite dihydrate,
CuSeO4 · 5H2O,copper(II) selenate pentahydride,
CuSiO3,copper(II) metasilicate,
CuTe,copper(II) telluride,12019-23-7
CuTeO3,copper(II) tellurite,13812-58-3
CuTiO3,copper(II) metatitanate,
Cu(VO3)2,copper(II) metavanadate,
CuWO4,copper(II) orthotungstate,
Cu2CO3(OH)2,malachite,1319-53-5
Cu2S, copper(I) sulfide
Cu2S, chalcocite ,21112-20-9
Cu2Se,copper(I) selenide,20405-64-5
Cu2Te,copper(I) telluride,12019-52-2
Cu3As,copper(I) arsenide,12005-75-3
Cu3P,copper(I) phosphide,12019-57-7
Cu3(PO4)2,copper(II) phosphate,7798-23-4
Cu3Sb,copper(III) antimonide,12054-25-0
Cu9S5, copper sulfide digenite ,
DBr,deuterium bromide,13536-59-9
DI,deuterium iodide,
DLi,lithium deuteride,13587-16-1
DNa,sodium deuteride,15780-28-6
D2O, deuterium oxide
D2O, heavy water ,7789-20-0
D3O,trideuterium oxide,
DyBr3,dysprosium(III) bromide,14456-48-5
DyCl2,dysprosium(II) chloride,13767-31-2
DyCl3,dysprosium(III) chloride,10025-74-8
DySi2,dysprosium(II) silicide,12133-07-02
Dy2O3,dysprosium(III) oxide,1308-87-8
Dy2S3,dysprosium(III) sulfide,12133-10-7
ErF,erbium monofluoride,16087-67-5
ErF2,erbium difluoride,16087-65-3
ErF3,erbium trifluoride,13760-83-3
ErI3,erbium triiodide,13813-42-8
ErI4Na,erbium sodium tetraiodide,129863-13-4
ErO,erbium monoxide,12280-61-4
EuF,europium monofluoride,17209-60-8
EuF3,europium trifluoride,13765-25-8
EuI2,europium diiodide,22015-35-6
EuNbO2,europium niobium dioxide,107069-78-3
EuNb2O6,europium diniobium hexaoxide,55216-32-5
EuO,europium monoxide,12020-60-9
EuO2V,monoeuropium monovandium dioxide,88762-30-5
EuO3Ti,europium titanium trioxide,12020-61-0
EuO3V,europium metavanadate,39432-21-8
EuO4W,europium tungsten tetraoxide,13537-12-7
EuS,europium monosulfide,12020-65-4
EuS2,europium disulfide,55957-42-1
Eu2O,dieuropium monoxide,62462-47-9
Eu2O2,dieuropium dioxide,62462-48-0
Eu2S,dieuropium monosulfide,62462-49-1
Eu2S2,dieuropium disulfide,62462-51-5
F2Fe,iron fluoride,41428-55-1
FGa,gallium monofluoride,13966-78-4
FGaO,gallium monofluoride monoxide,15586-66-0
FGd,gadolinium monofluoride,12259-18-6
FGe,germanium monofluoride,14929-46-5
FHo,holmium monofluoride,16087-66-4
FI,iodine monofluoride,13873-84-2
FI2,monofluorodiiodine,58751-33-0
FIn,indium monofluoride,13966-95-5
FLa,lanthanum monofluoride,13943-44-7
FLi,lithium fluoride,7789-24-4
FLiO,lithium hypofluorite,34240-84-1
FLi2,dilithium monofluoride,50644-69-4
FMg,magnesium monofluoride,14953-28-7
FMn,monomanganese monofluoride,13569-25-0
FMnO3,manganese fluoride trioxide,15586-97-7
FMo,molybdenum monofluoride,60388-18-3
FN,fluoroimidogen,13967-6-1
FNO,nitrosyl fluoride,7789-25-5
FNO2,nitryl fluoride,10022-50-1
FNO3,fluorine nitrate,7789-26-6
FNS,thiazyl fluoride,18820-63-8
FNa,sodium fluoride,7681-49-4
FNa2,disodium monofluoride,87331-13-3
FNd,neodymium monofluoride,13940-77-7
FO,oxygen monofluoride,12061-70-0
FOTh,thorium monofluoride monoxide,19797-90-1
FOTi,titanium fluoride oxide,17497-75-5
FO2,dioxygen monofluoride,15499-23-7
FO3S,fluorosulfate radical,21549-02-0
FP,phosphorus monofluoride,16027-92-2
FPS,phosphenothious fluoride,55753-39-4
FPS2,phosphenodithioic fluoride,137649-46-8
FPb,lead monofluoride,14986-72-2
FPu,plutonium monofluoride,20882-16-0
FRb,rubidium fluoride,13446-74-7
FS,monosulfur monofluoride,16068-96-5
FSc,scandium monofluoride,14017-33-5
FSm,samarium monofluoride,17209-59-5
FSn,tin monofluoride,13966-74-0
FSr,strontium monofluoride,13569-27-2
FTh,thorium monofluoride,51686-34-1
FTi,titanium fluoride,18025-22-4
FTl,thallium monofluoride,7789-27-7
FW,tungsten monofluoride,51621-16-0
FXe,xenon monofluoride,16757-14-5
FY,yttrium monofluoride,13981-88-9
FZr,zirconium fluoride,13569-28-3
F2,fluorine,7782-41-4
F2Fe,ferrous fluoride,7789-28-8
F2Ga,gallium difluoride,51777-79-8
F2Gd,gadolinium difluoride,12259-19-7
F2Ge,germanium difluoride,13940-63-1
F2GeO,difluorogermanone,72190-38-6
F2Hg,mercury fluoride,7783-39-3
F2Hg2,mercury fluoride,13967-25-4
F2Ho,holmium difluoride,16087-64-2
F2IP,difluoroiodophosphine,13819-11-9
F2K2,dipotassium difluoride,12285-62-0
F2Kr,krypton difluoride,13773-81-4
F2La,lanthanum difluoride,15948-68-2
F2Li2,lithium fluoride,12265-82-6
F2Mg,magnesium fluoride,7783-40-6
F2Mn,manganese difluoride,7782-64-1
F2Mo,molybdenum difluoride,20205-60-1
F2MoO2,molybdenum difluoride dioxide,13824-57-2
F2N,difluoroamino radical,3744-7-8
F2N2O,nitrosodifluoroamine,14984-78-2
F2Na2,disodium difluoride,12285-64-2
F2Nd,neodymium difluoride,13940-76-6
F2Ni,nickel difluoride,10028-18-9
F2O,oxygen difluoride,7783-41-7
F2OS,thionyl fluoride,7783-42-8
F2OSi,difluorooxosilane,14041-22-6
F2OTi,titanium fluoride oxide,13537-16-1
F2O2,perfluoroperoxide,7783-44-0
F2O2S,sulfuryl fluoride,2699-79-8
F2O2W,tungsten difluoride dioxide,14118-73-1
F2O5S3,peroxydisulfuryl difluoride,
F2P,phosphorus difluoride,13873-52-4
F2Pb,lead difluoride,7783-46-2
F2Pt,platinum difluoride,18820-56-9
F2Pu,plutonium difluoride,20882-15-9
F2S,sulfur difluoride,13814-25-0
F2SW,tungsten difluoride monosulfide,41831-78-1
F2S2,difluorodisulfane,13709-35-8
F2S2,thiothionyl fluoride,16860-99-4
F2S2,thiothionyl fluoride,101947-30-2
F2S2W,tungsten difluoride disulfide,41831-81-6
F2Sc,scandium difluoride,14017-34-6
F2Se,selenium difluoride,70421-43-1
F2Si,difluorosilylene,13966-66-0
F2Sn,tin difluoride,7783-47-3
F2Sr,strontium fluoride,7783-48-4
F2Th,thorium difluoride,28844-11-3
F2Ti,titanium difluoride,13814-20-5
F2Tl2,dithallium difluoride,31970-97-5
F2W,tungsten difluoride,33963-15-4
F2Xe,xenon difluoride,13709-36-9
F2Y,yttrium difluoride,13981-89-0
F2Zn,zinc difluoride,7783-49-5
F2Zr,zirconium fluoride,13842-94-9
F3Fe,iron trifluoride,7783-50-8
F3Ga,gallium trifluoride,7783-51-9
F3Gd,gadolinium trifluoride,13765-26-9
F3Ho,holmium trifluoride,13760-78-6
F3La,lanthanum trifluoride,13709-38-1
F3Li3,trilithium trifluoride,110682-19-4
F3Lu,lutetium trifluoride,13760-81-1
F3Mn,manganese trifluoride,7783-53-1
F3Mo,molybdenum trifluoride,20193-58-2
F3MoO,molybdenum trifluoride oxide,22529-29-9
F3MoS,molybdenum trifluoride sulfide,67374-76-9
F3N,nitrogen trifluoride,7783-54-2
F3NO,nitrogen trifluoride oxide,13847-65-9
F3NO2S,difluoroaminosulfonyl fluoride,13709-30-3
F3NO3S,difluoraminooxysulfonyl fluoride,6816-12-2
F3NS,thiazyl trifluoride,15930-75-3
F3NaSn,sodium trifluorostannate,13782-22-4
F3Nd,neodymium trifluoride,13709-42-7
F3OP,phosphoryl fluoride,13478-20-1
F3OTa,tantalum monoxide trifluoride,20263-47-2
F3OV,vanadium trifluoride oxide,13709-31-4
F3P,phosphorus trifluoride,7783-55-3
F3PS,thiophosphoryl fluoride,2404-52-6
F3Pr,praseodymium trifluoride,13709-46-1
F3Pu,plutonium trifluoride,13842-83-6
F3Rh,rhodium fluoride,60804-25-3
F3S,sulfur trifluoride,30937-38-3
F3SW,tungsten trifluoride monosulfide,41831-79-2
F3Sb,antimony trifluoride,7783-56-4
F3Sc,scandium fluoride,13709-47-2
F3Si,trifluorosilyl radical,14835-14-4
F3Sm,samarium trifluoride,13765-24-7
F3Tb,terbium trifluoride,13708-63-9
F3Th,thorium trifluoride,13842-84-7
F3Ti,titanium trifluoride,13470-8-1
F3Tl,thallium trifluoride,7783-57-5
F3Tm,thulium trifluoride,13760-79-7
F3W,tungsten trifluoride,51621-17-1
F3Y,yttrium trifluoride,13709-49-4
F3Yb,ytterbium trifluoride,13760-80-0
F3Zr,zirconium trifluoride,13814-22-7
F4Ge,germanium tetrafluoride,7783-58-6
F4Ge2,digermanium tetrafluoride,12332-08-0
F4Hf,hafnium fluoride,13709-52-9
F4Mg2,dimagnesium tetrafluoride,56450-89-6
F4Mg2,magnesium fluoride,58790-41-3
F4Mo,molybdenum tetrafluoride,23412-45-5
F4MoO,molybdenum tetrafluoride oxide,14459-59-7
F4MoS,molybdenum tetrafluoride monosulfide,70487-60-4
F4N2,tetrafluorohydrazine,10036-47-2
F4Na2Sn,disodium tetrafluorostannate,15007-55-3
F4OOs,osmium oxide tetrafluoride,38448-58-7
F4OP2,diphosphorus tetrafluoride oxide,13812-7-2
F4ORe,rhenium tetrafluoride oxide,17026-29-8
F4OS,sulfur tetrafluoride oxide,13709-54-1
F4OW,tungsten tetrafluoride oxide,13520-79-1
F4OXe,xenon tetrafluoride oxide,13774-85-1
F4P2,diphosphorus tetrafluoride,13824-74-3
F4Pb,lead tetrafluoride,7783-59-7
F4Pt,platinum tetrafluoride,13455-15-7
F4Pu,plutonium tetrafluoride,13709-56-3
F4S,sulfur tetrafluoride,7783-60-0
F4SW,tungsten tetrafluoride monosulfide,41831-80-5
F4Se,selenium tetrafluoride,13465-66-2
F4Si,silicon tetrafluoride,7783-61-1
F4Sn2,ditin tetrafluoride,130950-28-6
F4Ti,titanium fluoride,7783-63-3
F4U,uranium tetrafluoride,10049-14-6
F4W,tungsten tetrafluoride,13766-47-7
F4Xe,xenon tetrafluoride,13709-61-0
F4Zr,zirconium tetrafluoride,7783-64-4
F5I,iodine pentafluoride,7783-66-6
F5Mo,molybdenum pentafluoride,13819-84-6
F5ORe,rhenium monoxide pentafluoride,23377-53-9
F5P,phosphorus pentafluoride,7647-19-0
F5Pu,plutonium pentafluoride,31479-19-3
F5S,disulfur decafluoride,10546-1-7
F5Sb,antimony pentafluoride,7783-70-2
F5Ta,tantalum pentafluoride,7783-71-3
F5U,uranium pentafluoride,13775-07-0
F5W,tungsten pentafluoride,19357-83-6
F6Fe2,diiron hexafluoride,17114-45-3
F6La2,lanthanum trifluoride dimer,12592-31-3
F6Mo,molybdenum hexafluoride,7783-77-9
